('Total Revenue', '245,122,000.00', '245,122,000.00', '211,915,000.00', '198,270,000.00', '168,088,000.00')
         759778 function calls (743103 primitive calls) in 1.567 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       11    0.000    0.000    0.000    0.000 typing.py:2476(overload)
       10    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
       10    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
       10    0.000    0.000    0.000    0.000 events.py:72(cancel)
       10    0.000    0.000    0.000    0.000 _make.py:2493(<genexpr>)
       10    0.000    0.000    0.000    0.000 _make.py:1406(_has_frozen_base_class)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
       10    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
       10    0.000    0.000    0.000    0.000 element.py:1417(_all_strings)
       10    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
       10    0.000    0.000    0.000    0.000 typing.py:665(Final)
        9    0.000    0.000    0.000    0.000 {built-in method _heapq.heappush}
        9    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
        9    0.000    0.000    0.000    0.000 parse.py:825(__getattr__)
        9    0.000    0.000    0.000    0.000 base_events.py:720(is_closed)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        9    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        8    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
        8    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        8    0.000    0.000    0.000    0.000 enum.py:1414(_missing_)
        8    0.000    0.000    0.000    0.000 _htmlparser.py:182(handle_charref)
        8    0.000    0.000    0.000    0.000 events.py:127(__lt__)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
        8    0.000    0.000    0.000    0.000 formatter.py:42(_default)
        8    0.000    0.000    0.000    0.000 {built-in method _asyncio.get_running_loop}
        8    0.000    0.000    0.000    0.000 {built-in method _asyncio._get_running_loop}
        8    0.000    0.000    0.000    0.000 {method 'done' of '_asyncio.Task' objects}
        8    0.000    0.000    0.000    0.000 typing.py:1070(<genexpr>)
        8    0.000    0.000    0.000    0.000 typing.py:2786(<genexpr>)
        8    0.000    0.000    0.000    0.000 typing.py:2867(<genexpr>)
        7    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        7    0.000    0.000    0.000    0.000 {built-in method _heapq.heappop}
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        7    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.RLock' objects}
        7    0.002    0.000    0.002    0.000 {method 'release' of '_thread.lock' objects}
        7    0.000    0.000    0.000    0.000 base_events.py:767(call_at)
        7    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        7    0.000    0.000    0.000    0.000 selectors.py:272(get_map)
        7    0.000    0.000    0.000    0.000 events.py:155(cancel)
        7    0.000    0.000    0.000    0.000 events.py:111(__init__)
        7    0.000    0.000    0.000    0.000 base_events.py:1905(_timer_handle_cancelled)
        7    0.000    0.000    0.000    0.000 selectors.py:180(get_key)
        7    0.000    0.000    0.000    0.000 selectors.py:69(__getitem__)
        7    0.000    0.000    0.000    0.000 element.py:387(_last_descendant)
        7    0.000    0.000    0.000    0.000 _weakrefset.py:39(_remove)
        6    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {built-in method sys.set_asyncgen_hooks}
        6    0.001    0.000    0.001    0.000 {method 'send' of '_socket.socket' objects}
        6    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        6    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
        6    0.000    0.000    0.000    0.000 connector.py:165(protocol)
        6    0.000    0.000    0.000    0.000 client_proto.py:137(pause_reading)
        6    0.000    0.000    0.000    0.000 client_proto.py:141(resume_reading)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        6    0.000    0.000    0.000    0.000 base_protocol.py:46(pause_reading)
        6    0.000    0.000    0.000    0.000 base_protocol.py:54(resume_reading)
        6    0.000    0.000    0.000    0.000 sslproto.py:860(_pause_reading)
        6    0.000    0.000    0.000    0.000 sslproto.py:863(_resume_reading)
        6    0.000    0.000    0.000    0.000 sslproto.py:130(pause_reading)
        6    0.000    0.000    0.000    0.000 sslproto.py:138(resume_reading)
        6    0.000    0.000    0.000    0.000 unix_events.py:856(__init_subclass__)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        6    0.000    0.000    0.000    0.000 signal.py:50(_wraps)
        6    0.000    0.000    0.000    0.000 futures.py:299(_get_loop)
        6    0.000    0.000    0.000    0.000 base_events.py:1990(_set_coroutine_origin_tracking)
        6    0.000    0.000    0.000    0.000 sslproto.py:867(resume)
        6    0.000    0.000    0.000    0.000 base_events.py:620(_check_running)
        6    0.000    0.000    0.000    0.000 {built-in method _asyncio._set_running_loop}
        6    0.000    0.000    0.000    0.000 {method 'add_done_callback' of '_asyncio.Task' objects}
        6    0.000    0.000    0.000    0.000 {method 'cancelled' of '_asyncio.Future' objects}
        6    0.000    0.000    0.000    0.000 {method 'get_loop' of '_asyncio.Future' objects}
        6    0.000    0.000    0.000    0.000 threading.py:1234(daemon)
        6    0.000    0.000    0.000    0.000 threading.py:314(_is_owned)
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        5    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        5    0.000    0.000    0.007    0.001 client.py:452(_request)
        5    0.000    0.000    0.000    0.000 sslproto.py:493(_set_state)
        5    0.000    0.000    0.000    0.000 _url.py:264(__new__)
        5    0.000    0.000    0.000    0.000 helpers.py:515(is_ip_address)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        5    0.000    0.000    0.000    0.000 validators.py:315(is_callable)
        5    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._IsCallableValidator>:1(__init__)
        5    0.000    0.000    0.000    0.000 helpers.py:496(is_ipv6_address)
        5    0.000    0.000    0.000    0.000 helpers.py:477(is_ipv4_address)
        5    0.000    0.000    0.000    0.000 platform.py:836(_unknown_as_blank)
        5    0.000    0.000    0.000    0.000 __init__.py:1323(append)
        5    0.000    0.000    0.000    0.000 _htmlparser.py:222(handle_entityref)
        5    0.000    0.000    0.007    0.001 client.py:1358(__aenter__)
        5    0.000    0.000    0.000    0.000 {method 'result' of '_asyncio.Task' objects}
        5    0.000    0.000    0.000    0.000 element.py:273(get_text)
        5    0.000    0.000    0.000    0.000 typing.py:774(<genexpr>)
        5    0.000    0.000    0.000    0.000 typing.py:1598(_value_and_type_iter)
        5    0.000    0.000    0.000    0.000 typing.py:2154(cast)
        5    0.000    0.000    0.000    0.000 enum.py:816(__iter__)
        5    0.000    0.000    0.000    0.000 enum.py:1188(_generate_next_value_)
        5    0.000    0.000    0.000    0.000 threading.py:1483(current_thread)
        5    0.000    0.000    0.000    0.000 functools.py:965(__init__)
        5    0.000    0.000    0.000    0.000 functools.py:970(__set_name__)
        5    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
        5    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        4    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        4    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        4    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'recv' of '_socket.socket' objects}
        4    0.000    0.000    0.000    0.000 {method 'setblocking' of '_socket.socket' objects}
        4    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        4    0.000    0.000    0.000    0.000 {built-in method time.time}
        4    0.002    0.001    0.022    0.006 element.py:792(_find_all)
        4    0.000    0.000    0.000    0.000 element.py:2155(__init__)
        4    0.000    0.000    0.001    0.000 typing.py:2780(__new__)
        4    0.000    0.000    0.001    0.000 typing.py:2854(__new__)
        4    0.000    0.000    0.001    0.000 selector_events.py:1055(write)
        4    0.000    0.000    0.000    0.000 tasks.py:670(ensure_future)
        4    0.000    0.000    0.000    0.000 uuid.py:139(__init__)
        4    0.000    0.000    0.005    0.001 connector.py:513(connect)
        4    0.000    0.000    0.005    0.001 connector.py:1293(_create_direct_connection)
        4    0.000    0.000    0.000    0.000 {method 'put' of '_queue.SimpleQueue' objects}
        4    0.000    0.000    0.000    0.000 cookies.py:463(__init__)
        4    0.000    0.000    0.000    0.000 client_reqrep.py:1165(_release_connection)
        4    0.000    0.000    0.005    0.001 connector.py:1022(_create_connection)
        4    0.000    0.000    0.001    0.000 _make.py:1688(_add_repr)
        4    0.000    0.000    0.000    0.000 _url.py:120(rewrite_module)
        4    0.000    0.000    0.000    0.000 _make.py:1618(_add_eq)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        4    0.000    0.000    0.000    0.000 signal.py:24(_int_to_enum)
        4    0.000    0.000    0.000    0.000 signal.py:36(_enum_to_int)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        4    0.000    0.000    0.000    0.000 socket.py:516(family)
        4    0.000    0.000    0.000    0.000 formatter.py:151(__init__)
        4    0.000    0.000    0.000    0.000 {method 'exception' of '_asyncio.Task' objects}
        4    0.000    0.000    0.000    0.000 {method 'remove_done_callback' of '_asyncio.Task' objects}
        4    0.000    0.000    0.000    0.000 {method 'cancelled' of '_asyncio.Task' objects}
        4    0.000    0.000    0.000    0.000 {method 'add_done_callback' of '_asyncio.Future' objects}
        4    0.000    0.000    0.000    0.000 element.py:2422(__init__)
        4    0.000    0.000    0.000    0.000 base_events.py:451(create_task)
        4    0.000    0.000    0.000    0.000 {method 'add' of 'multidict._multidict.MultiDict' objects}
        4    0.000    0.000    0.000    0.000 typing.py:1841(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:1971(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:2846(_namedtuple_mro_entries)
        4    0.000    0.000    0.001    0.000 typing.py:2761(_make_nmtuple)
        4    0.000    0.000    0.000    0.000 typing.py:3013(<lambda>)
        4    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
        4    0.000    0.000    0.000    0.000 typing.py:966(_is_typevar_like)
        4    0.000    0.000    0.000    0.000 threading.py:601(is_set)
        4    0.000    0.000    0.000    0.000 threading.py:855(_maintain_shutdown_locks)
        4    0.000    0.000    0.000    0.000 enum.py:183(__init__)
        4    0.000    0.000    0.000    0.000 _parser.py:166(__delitem__)
        4    0.000    0.000    0.000    0.000 enum.py:467(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:1822(__new__)
        4    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
        4    0.000    0.000    0.002    0.000 threading.py:394(notify)
        4    0.000    0.000    0.000    0.000 threading.py:277(__init__)
        4    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        3    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        3    0.000    0.000    0.000    0.000 {built-in method sys.get_asyncgen_hooks}
        3    0.000    0.000    0.000    0.000 {function socket.close at 0x7b0e1d564c20}
        3    0.000    0.000    0.000    0.000 {method 'register' of 'select.epoll' objects}
        3    0.000    0.000    0.000    0.000 {method 'unregister' of 'select.epoll' objects}
        3    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        3    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:549(__subclasshook__)
        3    0.000    0.000    0.001    0.000 threading.py:323(wait)
        3    0.000    0.000    2.574    0.858 base_events.py:651(run_until_complete)
        3    0.000    0.000    0.003    0.001 utils.py:1(<module>)
        3    0.000    0.000    0.000    0.000 platform.py:889(uname)
        3    0.000    0.000    0.000    0.000 selectors.py:234(register)
        3    0.000    0.000    2.574    0.858 base_events.py:627(run_forever)
        3    0.000    0.000    0.000    0.000 timeouts.py:50(reschedule)
        3    0.000    0.000    0.000    0.000 timeouts.py:97(__aexit__)
        3    0.000    0.000    0.000    0.000 timeouts.py:85(__aenter__)
        3    0.000    0.000    0.001    0.000 cookies.py:521(__parse_string)
        3    0.000    0.000    0.001    0.000 connector.py:1078(_wrap_create_connection)
        3    0.000    0.000    0.000    0.000 cookiejar.py:371(_is_domain_match)
        3    0.000    0.000    0.000    0.000 payload.py:74(register_payload)
        3    0.000    0.000    0.000    0.000 cookies.py:271(__init__)
        3    0.000    0.000    0.000    0.000 client_reqrep.py:1186(_cleanup_writer)
        3    0.000    0.000    0.000    0.000 cookies.py:589(value_decode)
        3    0.000    0.000    0.000    0.000 payload.py:81(__init__)
        3    0.000    0.000    0.000    0.000 impl.py:208(<genexpr>)
        3    0.000    0.000    0.000    0.000 payload.py:85(__call__)
        3    0.000    0.000    0.000    0.000 client_reqrep.py:369(ssl)
        3    0.000    0.000    0.000    0.000 client_reqrep.py:366(is_ssl)
        3    0.000    0.000    0.000    0.000 cookies.py:331(set)
        3    0.000    0.000    0.000    0.000 cookies.py:467(__set)
        3    0.000    0.000    0.001    0.000 cookies.py:507(load)
        3    0.000    0.000    0.000    0.000 cookies.py:473(__setitem__)
        3    0.000    0.000    0.000    0.000 cookies.py:303(__eq__)
        3    0.000    0.000    0.000    0.000 events.py:783(get_event_loop_policy)
        3    0.000    0.000    0.000    0.000 timeouts.py:33(__init__)
        3    0.000    0.000    0.000    0.000 _make.py:1495(_add_hash)
        3    0.000    0.000    0.000    0.000 socket.py:496(_real_close)
        3    0.000    0.000    0.000    0.000 ssl.py:556(options)
        3    0.000    0.000    0.002    0.001 ssl.py:915(do_handshake)
        3    0.000    0.000    0.000    0.000 base_events.py:689(stop)
        3    0.000    0.000    0.000    0.000 selector_events.py:260(_ensure_fd_no_transport)
        3    0.000    0.000    0.000    0.000 coroutines.py:32(iscoroutine)
        3    0.000    0.000    0.000    0.000 ssl.py:560(options)
        3    0.002    0.001    0.002    0.001 {method 'do_handshake' of '_ssl._SSLSocket' objects}
        3    0.000    0.000    0.003    0.001 sslproto.py:558(_do_handshake)
        3    0.000    0.000    0.000    0.000 platform.py:978(system)
        3    0.000    0.000    0.000    0.000 base_events.py:743(call_later)
        3    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        3    0.000    0.000    0.000    0.000 selectors.py:247(unregister)
        3    0.000    0.000    0.000    0.000 client.py:1201(closed)
        3    0.000    0.000    0.000    0.000 socket.py:500(close)
        3    0.000    0.000    0.000    0.000 socket.py:522(type)
        3    0.000    0.000    0.000    0.000 selectors.py:365(unregister)
        3    0.000    0.000    0.000    0.000 selectors.py:351(register)
        3    0.000    0.000    0.000    0.000 base_events.py:182(_run_until_complete_cb)
        3    0.000    0.000    0.000    0.000 element.py:27(_alias)
        3    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        3    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:1609(__hash__)
        3    0.000    0.000    0.000    0.000 _parser.py:295(seek)
        3    0.000    0.000    0.000    0.000 weakref.py:133(__getitem__)
        3    0.000    0.000    0.000    0.000 threading.py:308(_release_save)
        3    0.000    0.000    0.000    0.000 threading.py:311(_acquire_restore)
        3    0.000    0.000    0.002    0.001 threading.py:424(notify_all)
        2    0.003    0.001    0.003    0.001 {method 'decode' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        2    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        2    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x7b0e1cffafc0}
        2    0.000    0.000    0.000    0.000 {method 'detach' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        2    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _signal.signal}
        2    0.000    0.000    0.000    0.000 {built-in method _signal.getsignal}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        2    0.002    0.001    0.002    0.001 {built-in method _thread.start_new_thread}
        2    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        2    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        2    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        2    0.000    0.000    0.012    0.006 __init__.py:71(search_function)
        2    0.000    0.000    0.000    0.000 threading.py:882(__init__)
      2/1    0.000    0.000    0.003    0.003 threading.py:1056(_bootstrap_inner)
        2    0.000    0.000    0.002    0.001 threading.py:973(start)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        2    0.000    0.000    0.000    0.000 weakref.py:289(update)
        2    0.000    0.000    0.011    0.005 api.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _parse.py:23(split_url)
        2    0.000    0.000    0.011    0.006 parser.py:1(<module>)
        2    0.016    0.008    0.193    0.096 parser.py:134(goahead)
        2    0.000    0.000    0.001    0.000 platform.py:1040(_sys_version)
        2    0.000    0.000    0.000    0.000 selector_events.py:278(_add_reader)
        2    0.000    0.000    0.001    0.000 base_events.py:1021(create_connection)
        2    0.000    0.000    0.002    0.001 base_events.py:586(shutdown_default_executor)
        2    0.000    0.000    0.176    0.088 client.py:1(<module>)
        2    0.000    0.000    0.002    0.001 selector_events.py:631(sock_connect)
        2    0.000    0.000    0.001    0.001 subprocess.py:1(<module>)
        2    0.000    0.000    0.000    0.000 runners.py:131(_lazy_init)
        2    0.000    0.000    0.000    0.000 sslproto.py:645(_do_shutdown)
        2    0.000    0.000    0.000    0.000 selector_events.py:294(_remove_reader)
        2    0.000    0.000    0.001    0.000 streams.py:1(<module>)
        2    0.000    0.000    0.000    0.000 selector_events.py:331(_remove_writer)
        2    0.000    0.000    0.002    0.001 _compat.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _url.py:125(encode_url)
        2    0.000    0.000    0.000    0.000 random.py:135(seed)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        2    0.000    0.000    0.003    0.002 connector.py:981(_resolve_host_with_throttle)
        2    0.000    0.000    0.000    0.000 client_reqrep.py:162(_merge_ssl_params)
        2    0.000    0.000    0.000    0.000 streams.py:638(read)
        2    0.000    0.000    0.003    0.002 resolver.py:35(resolve)
        2    0.000    0.000    0.001    0.000 client_reqrep.py:1047(start)
        2    0.000    0.000    0.002    0.001 impl.py:139(_connect_sock)
        2    0.000    0.000    0.005    0.002 connector.py:890(_resolve_host)
        2    0.000    0.000    0.000    0.000 impl.py:25(start_connection)
        2    0.000    0.000    0.000    0.000 _staggered.py:47(staggered_race)
        2    0.000    0.000    0.036    0.018 connector.py:751(_make_ssl_context)
        2    0.000    0.000    0.003    0.002 thread.py:219(shutdown)
        2    0.000    0.000    0.000    0.000 idna.py:155(encode)
        2    0.000    0.000    0.000    0.000 {method 'get_nowait' of '_queue.SimpleQueue' objects}
        2    0.000    0.000    0.000    0.000 connector.py:399(_drop_acquired_per_host)
        2    0.000    0.000    0.000    0.000 connector.py:472(closed)
        2    0.000    0.000    0.000    0.000 client_proto.py:51(should_close)
        2    0.000    0.000    0.000    0.000 _staggered.py:26(_wait_one)
        2    0.000    0.000    0.000    0.000 cookiejar.py:218(_expire_cookie)
        2    0.000    0.000    0.000    0.000 streams.py:203(is_eof)
        2    0.000    0.000    0.000    0.000 client_reqrep.py:396(port)
        2    0.000    0.000    0.000    0.000 client_reqrep.py:1128(release)
        2    0.000    0.000    0.000    0.000 client_reqrep.py:1002(connection)
        2    0.000    0.000    0.000    0.000 log.py:1(<module>)
        2    0.000    0.000    0.000    0.000 streams.py:173(on_eof)
        2    0.000    0.000    0.002    0.001 _staggered.py:110(run_one_coro)
        2    0.000    0.000    0.000    0.000 helpers.py:111(__await__)
        2    0.000    0.000    0.000    0.000 calendar.py:99(__init__)
        2    0.000    0.000    0.000    0.000 calendar.py:118(__init__)
        2    0.000    0.000    0.000    0.000 random.py:126(__init__)
        2    0.000    0.000    0.000    0.000 validators.py:295(__call__)
        2    0.000    0.000    0.000    0.000 <attrs generated init attr.validators._OptionalValidator>:1(__init__)
        2    0.000    0.000    0.000    0.000 _make.py:2731(_get_global_name)
        2    0.000    0.000    0.000    0.000 validators.py:213(optional)
        2    0.000    0.000    0.000    0.000 helpers.py:760(ceil_timeout)
        2    0.000    0.000    0.000    0.000 sslproto.py:364(_wakeup_waiter)
        2    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        2    0.000    0.000    0.000    0.000 selector_events.py:129(_read_from_self)
        2    0.000    0.000    0.000    0.000 unix_events.py:1458(set_event_loop)
        2    0.000    0.000    0.000    0.000 unix_events.py:81(_process_self_data)
        2    0.000    0.000    0.000    0.000 ssl.py:919(unwrap)
        2    0.000    0.000    0.000    0.000 events.py:816(set_event_loop)
        2    0.000    0.000    0.000    0.000 signal.py:62(getsignal)
        2    0.000    0.000    0.000    0.000 signal.py:56(signal)
        2    0.000    0.000    0.001    0.001 ssl.py:430(__new__)
        2    0.000    0.000    0.000    0.000 timeouts.py:129(timeout)
        2    0.000    0.000    0.000    0.000 events.py:707(set_event_loop)
        2    0.000    0.000    0.000    0.000 sslproto.py:374(_get_app_transport)
        2    0.000    0.000    0.000    0.000 selector_events.py:141(_write_to_self)
        2    0.000    0.000    0.000    0.000 ssl.py:678(verify_mode)
        2    0.000    0.000    0.000    0.000 sslproto.py:61(add_flowcontrol_defaults)
        2    0.034    0.017    0.034    0.017 {method 'set_default_verify_paths' of '_ssl._SSLContext' objects}
        2    0.000    0.000    0.000    0.000 {method 'shutdown' of '_ssl._SSLSocket' objects}
        2    0.000    0.000    0.000    0.000 _abc.py:14(__getitem__)
        2    0.000    0.000    0.000    0.000 client.py:1191(close)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        2    0.000    0.000    0.001    0.000 platform.py:1138(python_implementation)
        2    0.000    0.000    0.000    0.000 base_events.py:203(_check_ssl_socket)
        2    0.000    0.000    0.000    0.000 client.py:1326(__aexit__)
        2    0.000    0.000    0.003    0.002 base_events.py:894(getaddrinfo)
        2    0.000    0.000    0.000    0.000 formatter.py:158(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        2    0.000    0.000    0.000    0.000 base_events.py:838(call_soon_threadsafe)
        2    0.000    0.000    0.000    0.000 __init__.py:1317(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:443(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:262(_register_at_fork_reinit_lock)
        2    0.000    0.000    0.000    0.000 element.py:745(find_parents)
        2    0.000    0.000    0.000    0.000 __init__.py:197(reset)
        2    0.000    0.000    0.022    0.011 element.py:2013(find_all)
        2    0.000    0.000    0.000    0.000 __init__.py:450(validate)
        2    0.000    0.000    0.000    0.000 element.py:722(find_parent)
        2    0.000    0.000    0.000    0.000 element.py:896(parents)
        2    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        2    0.000    0.000    0.000    0.000 base_events.py:1161(_create_connection_transport)
        2    0.000    0.000    0.000    0.000 {method 'get' of 'multidict._multidict.MultiDictProxy' objects}
        2    0.000    0.000    0.000    0.000 {method 'get' of 'multidict._multidict.MultiDict' objects}
        2    0.000    0.000    0.000    0.000 {method 'items' of 'multidict._multidict.MultiDict' objects}
        2    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
        2    0.000    0.000    0.000    0.000 typing.py:361(_flatten_literal_params)
        2    0.000    0.000    0.000    0.000 typing.py:746(Literal)
        2    0.000    0.000    0.000    0.000 inspect.py:3045(<genexpr>)
        2    0.000    0.000    0.000    0.000 typing.py:514(__getitem__)
        2    0.000    0.000    0.000    0.000 threading.py:1079(_stop)
        2    0.000    0.000    0.000    0.000 reprlib.py:9(recursive_repr)
        2    0.000    0.000    0.000    0.000 inspect.py:371(isfunction)
        2    0.000    0.000    0.000    0.000 __init__.py:211(deprecated_argument)
        2    0.000    0.000    0.000    0.000 threading.py:1115(join)
        2    0.000    0.000    0.000    0.000 enum.py:1677(global_enum)
        2    0.000    0.000    0.001    0.001 threading.py:637(wait)
        2    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:1036(_set_ident)
        2    0.000    0.000    0.000    0.000 threading.py:1040(_set_native_id)
        2    0.000    0.000    0.000    0.000 functools.py:65(wraps)
      2/1    0.000    0.000    0.003    0.003 threading.py:1016(_bootstrap)
        2    0.000    0.000    0.000    0.000 threading.py:1106(_delete)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:72(__len__)
        2    0.000    0.000    0.000    0.000 threading.py:588(__init__)
        2    0.000    0.000    0.002    0.001 threading.py:616(set)
      2/1    0.000    0.000    0.003    0.003 threading.py:999(run)
        2    0.000    0.000    0.000    0.000 threading.py:1354(_make_invoke_excepthook)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        2    0.000    0.000    0.000    0.000 threading.py:1153(_wait_for_tstate_lock)
        2    0.000    0.000    0.000    0.000 threading.py:1043(_set_tstate_lock)
        2    0.000    0.000    0.000    0.000 reprlib.py:12(decorating_function)
        1    0.000    0.000    0.000    0.000 {method 'replace' of 'code' objects}
        1    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 {built-in method sys.is_finalizing}
        1    0.000    0.000    0.000    0.000 {method 'timestamp' of 'datetime.datetime' objects}
        1    0.000    0.000    0.000    0.000 {method 'replace' of 'datetime.datetime' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _socket.socketpair}
        1    0.000    0.000    0.000    0.000 {built-in method _socket.inet_pton}
        1    0.019    0.019    0.030    0.030 {built-in method _socket.getaddrinfo}
        1    0.000    0.000    0.000    0.000 {method 'connect' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
