('Total Revenue', '245,122,000.00', '245,122,000.00', '211,915,000.00', '198,270,000.00', '168,088,000.00')
         752140 function calls (734066 primitive calls) in 6.704 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      462    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
      171    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.026    0.026 adapters.py:1(<module>)
        1    0.000    0.000    0.178    0.178 __init__.py:122(__init__)
      265    0.000    0.000    0.000    0.000 typing.py:1252(__eq__)
       56    0.000    0.000    0.001    0.000 _htmlparser.py:90(handle_startendtag)
        1    0.000    0.000    0.174    0.174 connection.py:658(connect)
      624    0.000    0.000    0.000    0.000 ssl.py:1083(_checkClosed)
        1    0.000    0.000    0.058    0.058 ssl.py:956(_create)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:974(update)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        1    0.000    0.000    0.002    0.002 shutil.py:1(<module>)
        2    0.000    0.000    0.000    0.000 request.py:2505(getproxies_environment)
        1    0.000    0.000    0.021    0.021 client.py:1(<module>)
       12    0.000    0.000    0.000    0.000 queue.py:154(get)
       55    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        1    0.000    0.000    0.021    0.021 connectionpool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
        1    0.000    0.000    0.711    0.711 connection.py:481(getresponse)
      187    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 sessions.py:390(__init__)
        5    0.000    0.000    0.000    0.000 feedparser.py:216(_parsegen)
        1    0.000    0.000    0.000    0.000 dammit.py:522(UnicodeDammit)
        6    0.000    0.000    0.001    0.000 cookiejar.py:949(set_ok)
      111    0.000    0.000    0.000    0.000 typing.py:723(<genexpr>)
      138    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        6    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 random.py:1(<module>)
        1    0.000    0.000    0.887    0.887 adapters.py:613(send)
       92    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
       13    0.000    0.000    0.000    0.000 typing.py:1548(__getitem__)
    84/63    0.000    0.000    0.000    0.000 typing.py:1258(__hash__)
        2    0.000    0.000    0.037    0.019 api.py:1(<module>)
        1    0.000    0.000    0.052    0.052 client.py:213(_read_headers)
       13    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
       19    0.000    0.000    0.000    0.000 typing.py:2476(overload)
      270    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        2    0.000    0.000    0.002    0.001 core.py:1(<module>)
       54    0.000    0.000    0.000    0.000 enum.py:785(__delattr__)
       30    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        1    0.000    0.000    0.045    0.045 dammit.py:1(<module>)
      407    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        2    0.000    0.000    0.000    0.000 url.py:369(parse_url)
        2    0.000    0.000    0.004    0.002 abc.py:1(<module>)
       11    0.000    0.000    0.000    0.000 queue.py:122(put)
      253    0.000    0.000    0.000    0.000 typing.py:1246(<genexpr>)
      134    0.000    0.000    0.000    0.000 <frozen os>:703(__iter__)
        1    0.000    0.000    0.000    0.000 connection.py:365(request)
      176    0.000    0.000    0.000    0.000 typing.py:1565(__eq__)
        1    0.000    0.000    0.010    0.010 cd.py:1(<module>)
        4    0.000    0.000    0.000    0.000 element.py:2155(__init__)
        1    0.000    0.000    0.115    0.115 connection.py:27(create_connection)
        1    0.000    0.000    0.027    0.027 sessions.py:1(<module>)
    54/33    0.000    0.000    0.000    0.000 typing.py:1573(__hash__)
        1    0.000    0.000    0.000    0.000 socket.py:304(makefile)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1389(_normalized_cookie_tuples)
        1    0.000    0.000    0.112    0.112 element.py:1(<module>)
        1    0.000    0.000    0.001    0.001 sessions.py:457(prepare_request)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
       11    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      212    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        1    0.000    0.000    0.033    0.033 css_parser.py:418(CSSParser)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1486(_cookie_from_cookie_tuple)
       85    0.000    0.000    0.000    0.000 typing.py:1454(<genexpr>)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
      254    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
       41    0.000    0.000    0.361    0.009 models.py:816(generate)
      105    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       55    0.000    0.000    0.000    0.000 __init__.py:255(escape)
        2    0.000    0.000    0.000    0.000 parse.py:452(urlsplit)
        1    0.000    0.000    0.000    0.000 models.py:409(prepare_url)
        1    0.000    0.000    0.886    0.886 connectionpool.py:379(_make_request)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.001    0.001 <frozen ntpath>:1(<module>)
       98    0.000    0.000    0.000    0.000 dammit.py:134(<genexpr>)
        5    0.000    0.000    0.000    0.000 client.py:1292(putheader)
      136    0.000    0.000    0.000    0.000 <frozen os>:766(decode)
       73    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
      156    0.000    0.000    0.000    0.000 enum.py:1292(value)
       28    0.000    0.000    0.000    0.000 _policybase.py:301(header_source_parse)
      311    0.000    0.000    0.000    0.000 css_parser.py:302(get_name)
      103    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        2    0.000    0.000    0.001    0.001 cookiejar.py:1680(extract_cookies)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1599(make_cookies)
       14    0.000    0.000    0.013    0.001 css_parser.py:1135(process_selectors)
        1    0.000    0.000    0.001    0.001 ssl_.py:223(create_urllib3_context)
        8    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        7    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
    42/33    0.000    0.000    0.001    0.000 typing.py:508(__getitem__)
        1    0.000    0.000    0.711    0.711 client.py:324(begin)
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
       44    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
       32    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        8    0.000    0.000    0.000    0.000 message.py:494(get)
        2    0.000    0.000    0.001    0.000 _collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:144(PageElement)
       12    0.000    0.000    0.000    0.000 cookiejar.py:620(request_host)
       41    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
       13    0.000    0.000    0.000    0.000 parse.py:931(quote_from_bytes)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
       41    0.000    0.000    0.361    0.009 response.py:1038(stream)
       10    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
       34    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
        1    0.000    0.000    1.253    1.253 api.py:14(request)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
       30    0.000    0.000    0.000    0.000 _collections.py:259(__getitem__)
       36    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:177(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 client.py:1136(putrequest)
        3    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
        9    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
        2    0.000    0.000    0.000    0.000 adapters.py:202(__init__)
        4    0.000    0.000    0.000    0.000 feedparser.py:100(push)
       44    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
        4    0.000    0.000    0.000    0.000 cookiejar.py:232(http2time)
        1    0.000    0.000    0.011    0.011 compat.py:1(<module>)
        1    0.000    0.000    0.005    0.005 css_match.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _htmlparser.py:182(handle_charref)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        1    0.000    0.000    1.252    1.252 sessions.py:500(request)
      134    0.000    0.000    0.000    0.000 <frozen _collections_abc>:868(__iter__)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        6    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
        1    0.000    0.000    0.002    0.002 hashlib.py:1(<module>)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
       28    0.000    0.000    0.000    0.000 _collections.py:302(add)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
      109    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        9    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
      160    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
      291    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
       16    0.000    0.000    0.031    0.002 css_parser.py:296(__init__)
        1    0.000    0.000    0.658    0.658 client.py:291(_read_status)
        6    0.000    0.000    0.000    0.000 structures.py:40(__init__)
        3    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        3    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        1    0.000    0.000    0.001    0.001 utils.py:204(get_netrc_auth)
        1    0.000    0.000    0.004    0.004 header.py:1(<module>)
        9    0.000    0.000    0.001    0.000 typing.py:740(Optional)
        1    0.000    0.000    0.115    0.115 connection.py:193(_new_conn)
        4    0.000    0.000    0.000    0.000 message.py:529(get_all)
        1    0.000    0.000    0.000    0.000 element.py:1191(Tag)
       13    0.000    0.000    0.000    0.000 parse.py:855(quote)
        1    0.000    0.000    0.045    0.045 formatter.py:1(<module>)
       12    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
        1    0.000    0.000    0.000    0.000 {built-in method today}
      130    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _collections.py:337(extend)
      114    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.022    0.022 _base_connection.py:1(<module>)
      9/7    0.000    0.000    0.004    0.001 <frozen importlib._bootstrap_external>:1287(create_module)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 response.py:573(__init__)
      160    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
        7    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
       13    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    1.253    1.253 api.py:62(get)
        1    0.000    0.000    0.019    0.019 _request_methods.py:1(<module>)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
      114    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
        2    0.000    0.000    0.016    0.008 parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:291(PurePath)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
        3    0.000    0.000    0.000    0.000 typing.py:1047(_generic_class_getitem)
        1    0.000    0.000    0.003    0.003 css_types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:826(Path)
      107    0.000    0.000    0.000    0.000 constant.py:397(<lambda>)
       40    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
      187    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
       54    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
        1    0.000    0.000    0.001    0.001 base64.py:1(<module>)
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
       33    0.000    0.000    0.000    0.000 typing.py:317(_deduplicate)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
        4    0.000    0.000    0.000    0.000 url.py:303(_normalize_host)
        7    0.000    0.000    0.000    0.000 utils.py:345(to_key_val_list)
       12    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        2    0.000    0.000    0.000    0.000 client.py:430(close)
        7    0.000    0.000    0.000    0.000 functools.py:660(_c3_merge)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
       26    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        6    0.000    0.000    0.000    0.000 cookiejar.py:761(__init__)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        2    0.000    0.000    0.000    0.000 _collections.py:143(clear)
        1    0.000    0.000    0.000    0.000 __init__.py:484(reset)
        1    0.000    0.000    0.000    0.000 cookies.py:236(Morsel)
        5    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        9    0.000    0.000    0.000    0.000 parse.py:164(hostname)
        1    0.000    0.000    0.001    0.001 connection.py:316(close)
       26    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
        1    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    0.001    0.001 parser.py:41(parse)
       34    0.000    0.000    0.000    0.000 feedparser.py:77(readline)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:2186(get_type_hints)
      160    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        1    0.000    0.000    0.012    0.012 _policybase.py:1(<module>)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
       46    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 client.py:261(__init__)
      130    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2314(_IPv6Constants)
      141    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
        7    0.000    0.000    0.000    0.000 typing.py:1822(__new__)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.001    0.001 adapters.py:359(build_response)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:313(Request)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1356(add_cookie_header)
       12    0.000    0.000    0.000    0.000 cookiejar.py:677(escape_path)
    68/37    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.038    0.038 socket.py:946(getaddrinfo)
        1    0.000    0.000    0.711    0.711 client.py:1384(getresponse)
        5    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 css_parser.py:667(parse_pseudo_nth)
        6    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
       58    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       36    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1046(_new_conn)
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
       20    0.000    0.000    0.000    0.000 <frozen _collections_abc>:892(__iter__)
        2    0.000    0.000    0.001    0.000 _adapters.py:1(<module>)
        1    0.000    0.000    0.059    0.059 ssl_.py:399(ssl_wrap_socket)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:61(lookup)
        2    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
        6    0.000    0.000    0.000    0.000 cookies.py:349(set_cookie)
       34    0.000    0.000    0.000    0.000 feedparser.py:127(__next__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        6    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
       22    0.000    0.000    0.000    0.000 threading.py:394(notify)
        1    0.000    0.000    0.000    0.000 client.py:865(__init__)
        1    0.000    0.000    0.002    0.002 decoder.py:1(<module>)
        4    0.000    0.000    0.000    0.000 calendar.py:683(timegm)
      160    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
       14    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        7    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:365(Distribution)
       44    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
       10    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
        1    0.000    0.000    0.000    0.000 __init__.py:76(BeautifulSoup)
        1    0.000    0.000    0.000    0.000 models.py:351(prepare)
        5    0.000    0.000    0.000    0.000 connection.py:351(putheader)
        1    0.000    0.000    0.000    0.000 readers.py:56(MultiplexedPath)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1578(_cookies_from_attrs_set)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        2    0.000    0.000    0.001    0.001 cookies.py:124(extract_cookies_to_jar)
        1    0.000    0.000    0.012    0.012 feedparser.py:1(<module>)
       20    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        1    0.000    0.000    0.001    0.001 charset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:1200(sendall)
        5    0.000    0.000    0.000    0.000 feedparser.py:176(_call_parse)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        1    0.000    0.000    0.000    0.000 utils.py:765(should_bypass_proxies)
       32    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        6    0.000    0.000    0.000    0.000 cookiejar.py:726(is_third_party)
        1    0.000    0.000    0.066    0.066 css.py:1(<module>)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        2    0.000    0.000    0.001    0.000 socket.py:496(_real_close)
        1    0.000    0.000    0.001    0.001 client.py:231(_parse_header_lines)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1569(_IPv4Constants)
        1    0.000    0.000    0.000    0.000 ssl.py:542(minimum_version)
        1    0.000    0.000    0.000    0.000 models.py:11(CharsetMatch)
        1    0.000    0.000    0.000    0.000 models.py:658(__init__)
        2    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
        1    0.000    0.000    0.000    0.000 response.py:315(__init__)
        4    0.000    0.000    0.000    0.000 message.py:596(get_content_type)
       38    0.000    0.000    0.000    0.000 typing.py:1557(<genexpr>)
       40    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.058    0.058 ssl.py:449(wrap_socket)
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        2    0.000    0.000    0.022    0.011 element.py:2013(find_all)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        9    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        6    0.000    0.000    0.000    0.000 cookiejar.py:647(request_path)
       30    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       34    0.000    0.000    0.000    0.000 ipaddress.py:1885(_split_scope_id)
        2    0.000    0.000    0.000    0.000 ssl.py:670(verify_mode)
        1    0.000    0.000    0.000    0.000 client.py:817(HTTPConnection)
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1611(_BaseV6)
        7    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
       23    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
       28    0.000    0.000    0.000    0.000 message.py:511(set_raw)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        1    0.000    0.000    0.000    0.000 header.py:536(_Accumulator)
        1    0.000    0.000    0.017    0.017 css_parser.py:316(__init__)
        1    0.000    0.000    0.003    0.003 _htmlparser.py:1(<module>)
        2    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        1    0.000    0.000    0.000    0.000 client.py:1027(send)
        5    0.000    0.000    0.000    0.000 connection.py:400(<genexpr>)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.058    0.058 ssl.py:1313(do_handshake)
        1    0.000    0.000    0.001    0.001 idna.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:483(items)
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _adapters.py:19(Message)
       25    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        6    0.000    0.000    0.000    0.000 cookiejar.py:550(domain_match)
        1    0.000    0.000    0.000    0.000 poolmanager.py:229(_new_pool)
        3    0.000    0.000    0.000    0.000 idna.py:155(encode)
        1    0.000    0.000    0.001    0.001 status_codes.py:1(<module>)
        1    0.000    0.000    0.174    0.174 connectionpool.py:1087(_validate_conn)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:46(__init__)
        6    0.000    0.000    0.000    0.000 parse.py:825(__getattr__)
       18    0.000    0.000    0.000    0.000 cookies.py:49(get_full_url)
        4    0.000    0.000    0.000    0.000 warnings.py:182(_add_filter)
       10    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        1    0.000    0.000    0.000    0.000 utils.py:900(default_headers)
        7    0.000    0.000    0.000    0.000 typing.py:1841(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:258(_get_conn)
        1    0.000    0.000    0.000    0.000 tempfile.py:824(SpooledTemporaryFile)
        6    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        3    0.000    0.000    0.363    0.121 models.py:890(content)
        1    0.000    0.000    0.000    0.000 css.py:13(CSS)
       41    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
        1    0.000    0.000    0.000    0.000 connection.py:556(__init__)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:997(exec_module)
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ssl.py:678(verify_mode)
        1    0.000    0.000    0.000    0.000 _meta.py:8(PackageMetadata)
        2    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        1    0.000    0.000    0.178    0.178 _htmlparser.py:372(feed)
        5    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
        1    0.000    0.000    0.000    0.000 response.py:300(BaseHTTPResponse)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1667(set_cookie)
        1    0.000    0.000    0.000    0.000 response.py:540(HTTPResponse)
        3    0.000    0.000    0.000    0.000 _collections.py:84(__init__)
        1    0.000    0.000    0.001    0.001 client.py:1013(close)
        4    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7410c6ba9a80}
        1    0.000    0.000    0.000    0.000 client.py:1082(_send_output)
       18    0.000    0.000    0.000    0.000 cookiejar.py:535(is_HDN)
       12    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
        1    0.000    0.000    0.000    0.000 retry.py:41(Retry)
        6    0.000    0.000    0.000    0.000 cookies.py:90(unverifiable)
        5    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
       23    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
       23    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
       27    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        6    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
        1    0.000    0.000    0.000    0.000 models.py:483(prepare_headers)
        1    0.000    0.000    0.000    0.000 __init__.py:1117(StreamHandler)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
       20    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
       10    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        1    0.000    0.000    0.000    0.000 weakref.py:568(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1914(IPv6Address)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:298(__init__)
        1    0.000    0.000    0.001    0.001 core.py:21(where)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1246(CookieJar)
