('Total Revenue', '245,122,000.00', '245,122,000.00', '211,915,000.00', '198,270,000.00', '168,088,000.00')
         760919 function calls (744248 primitive calls) in 1.596 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      192    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        7    0.000    0.000    0.000    0.000 events.py:155(cancel)
        4    0.000    0.000    0.001    0.000 typing.py:2761(_make_nmtuple)
        8    0.000    0.000    0.000    0.000 _htmlparser.py:182(handle_charref)
       60    0.000    0.000    0.000    0.000 client_proto.py:210(_reschedule_timeout)
        4    0.000    0.000    0.000    0.000 base_events.py:451(create_task)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client_reqrep.py:1230(get_encoding)
        1    0.000    0.000    1.289    1.289 runners.py:61(__exit__)
       17    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
       15    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
        7    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        1    0.000    0.000    0.005    0.005 _query.py:1(<module>)
       14    0.000    0.000    0.013    0.001 css_parser.py:1135(process_selectors)
       41    0.000    0.000    0.000    0.000 _make.py:419(<genexpr>)
       71    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        1    0.000    0.000    0.000    0.000 client_reqrep.py:266(__init__)
        2    0.000    0.000    0.002    0.001 _compat.py:1(<module>)
       38    0.000    0.000    0.000    0.000 _make.py:344(_collect_base_attrs_broken)
        1    0.000    0.000    0.002    0.002 core.py:1(<module>)
        3    0.000    0.000    0.001    0.000 connector.py:1078(_wrap_create_connection)
        4    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
       91    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      249    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 platform.py:1(<module>)
        7    0.000    0.000    0.000    0.000 selectors.py:69(__getitem__)
        1    0.000    0.000    0.005    0.005 http_writer.py:1(<module>)
       85    0.000    0.000    0.000    0.000 typing.py:487(__repr__)
       10    0.000    0.000    0.000    0.000 typing.py:665(Final)
       53    0.000    0.000    0.000    0.000 {built-in method _asyncio.current_task}
        1    0.000    0.000    0.000    0.000 _parse.py:1(<module>)
        3    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        1    0.000    0.000    0.002    0.002 hashlib.py:1(<module>)
       19    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
        2    0.000    0.000    0.004    0.002 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 selector_events.py:779(__init__)
        1    0.000    0.000    0.000    0.000 futures.py:345(_copy_future_state)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.001    0.001 connector.py:435(_close)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x752076ee6fc0}
      167    0.000    0.000    0.000    0.000 base_events.py:2005(get_debug)
      231    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        2    0.000    0.000    0.000    0.000 threading.py:882(__init__)
      160    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 runners.py:14(_State)
        4    0.000    0.000    0.001    0.000 connector.py:1293(_create_direct_connection)
        1    0.000    0.000    0.000    0.000 selector_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:76(BeautifulSoup)
        1    0.000    0.000    0.000    0.000 pickle.py:1129(_Unpickler)
        1    0.000    0.000    0.000    0.000 client_proto.py:1(<module>)
        5    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
       10    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
        1    0.000    0.000    0.001    0.001 typedefs.py:1(<module>)
        1    0.000    0.000    0.001    0.001 sslproto.py:568(_on_handshake_complete)
        1    0.000    0.000    0.003    0.003 abc.py:1(<module>)
        1    0.000    0.000    0.022    0.022 ssl.py:683(create_default_context)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        9    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        1    0.000    0.000    0.001    0.001 client_exceptions.py:1(<module>)
       92    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       13    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
      109    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       10    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
      192    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
       38    0.000    0.000    0.000    0.000 _compat.py:37(_get_annotations)
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
        1    0.000    0.000    0.001    0.001 impl.py:1(<module>)
       22    0.000    0.000    0.000    0.000 streams.py:268(end_http_chunk_receiving)
        1    0.000    0.000    0.000    0.000 selector_events.py:59(__init__)
        2    0.000    0.000    0.044    0.022 connector.py:751(_make_ssl_context)
        1    0.000    0.000    0.000    0.000 client_proto.py:169(set_response_params)
       91    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
        8    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
        4    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
       12    0.000    0.000    0.000    0.000 typing.py:1576(__repr__)
        1    0.000    0.000    0.001    0.001 sslproto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2314(_IPv6Constants)
        2    0.000    0.000    0.000    0.000 connector.py:981(_resolve_host_with_throttle)
        2    0.000    0.000    0.000    0.000 base_events.py:1161(_create_connection_transport)
        4    0.000    0.000    0.000    0.000 typing.py:1822(__new__)
        2    0.000    0.000    0.001    0.000 client.py:1191(close)
        3    0.000    0.000    0.000    0.000 base_events.py:182(_run_until_complete_cb)
        2    0.000    0.000    0.000    0.000 resolver.py:35(resolve)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:250(handle_decl)
        3    0.000    0.000    0.004    0.001 sslproto.py:558(_do_handshake)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
      107    0.000    0.000    0.000    0.000 constant.py:397(<lambda>)
        1    0.000    0.000    0.000    0.000 helpers.py:906(ChainMapProxy)
      119    0.000    0.000    0.000    0.000 _make.py:981(<genexpr>)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
        1    0.000    0.000    0.004    0.004 _htmlparser.py:1(<module>)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
        1    0.000    0.000    0.004    0.004 _quoters.py:1(<module>)
        2    0.000    0.000    0.000    0.000 impl.py:25(start_connection)
        1    0.000    0.000    0.002    0.002 header.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:746(Literal)
        4    0.000    0.000    0.001    0.000 connector.py:513(connect)
        1    0.000    0.000    0.000    0.000 _base.py:1(<module>)
        1    0.000    0.000    0.003    0.003 staggered.py:1(<module>)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        1    0.000    0.000    0.001    0.001 thread.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tcp_helpers.py:24(tcp_nodelay)
       28    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
        1    0.000    0.000    0.000    0.000 queues.py:21(Queue)
        1    0.000    0.000    0.000    0.000 subprocess.py:749(Popen)
        1    0.000    0.000    0.000    0.000 {built-in method _socket.socketpair}
      119    0.000    0.000    0.000    0.000 _make.py:454(<genexpr>)
        1    0.000    0.000    0.000    0.000 client_proto.py:23(ResponseHandler)
        1    0.000    0.000    0.000    0.000 base_events.py:411(__init__)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        1    0.000    0.000    0.000    0.000 _base.py:325(Future)
        1    0.000    0.000    0.000    0.000 connector.py:110(Connection)
        1    0.000    0.000    0.000    0.000 inspect.py:2366(_signature_from_function)
       62    0.000    0.000    0.000    0.000 sslproto.py:893(_get_read_buffer_size)
      192    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        2    0.000    0.000    0.000    0.000 client_proto.py:137(pause_reading)
        1    0.000    0.000    1.289    1.289 runners.py:64(close)
        1    0.000    0.000    0.000    0.000 __init__.py:383(HTMLTreeBuilder)
        1    0.000    0.000    0.000    0.000 client.py:258(__init__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        2    0.000    0.000    0.000    0.000 _url.py:125(encode_url)
        1    0.000    0.000    0.000    0.000 __init__.py:496(DetectsXMLParsedAsHTML)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
       11    0.000    0.000    0.000    0.000 typing.py:2476(overload)
        1    0.000    0.000    0.000    0.000 resolver.py:1(<module>)
        1    0.000    0.000    0.003    0.003 tempfile.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {method 'register' of 'select.epoll' objects}
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    0.000    0.000 client_ws.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _make.py:2493(<genexpr>)
       60    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.016    0.016 css_parser.py:316(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:291(PurePath)
      119    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.001    0.001 multipart.py:795(MultipartWriter)
        9    0.000    0.000    0.000    0.000 parse.py:825(__getattr__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1569(_IPv4Constants)
        1    0.000    0.000    0.000    0.000 connector.py:231(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:826(Path)
       38    0.000    0.000    0.000    0.000 _make.py:306(_has_own_attribute)
        4    0.000    0.000    0.000    0.000 _make.py:1618(_add_eq)
       67    0.000    0.000    0.000    0.000 _make.py:1879(_setattr)
        1    0.000    0.000    0.000    0.000 events.py:211(AbstractEventLoop)
       99    0.000    0.000    0.000    0.000 base_events.py:539(_check_closed)
        1    0.000    0.000    0.000    0.000 css_parser.py:667(parse_pseudo_nth)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
       13    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
        1    0.000    0.000    0.000    0.000 client_reqrep.py:659(write_bytes)
        1    0.000    0.000    0.000    0.000 multipart.py:260(BodyPartReader)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
       22    0.000    0.000    0.000    0.000 http_parser.py:1012(begin_http_chunk_receiving)
        1    0.000    0.000    0.000    0.000 {method 'getall' of 'multidict._multidict.MultiDictProxy' objects}
        1    0.000    0.000    0.005    0.005 models.py:1(<module>)
      130    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1611(_BaseV6)
        2    0.000    0.000    0.002    0.001 selector_events.py:631(sock_connect)
       22    0.000    0.000    0.000    0.000 http_parser.py:1015(end_http_chunk_receiving)
       17    0.000    0.000    0.000    0.000 enum.py:986(_find_data_repr_)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.000    0.000 __init__.py:484(reset)
        1    0.000    0.000    0.000    0.000 connector.py:208(BaseConnector)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
       52    0.000    0.000    0.000    0.000 {method 'done' of '_asyncio.Future' objects}
        2    0.000    0.000    0.000    0.000 selector_events.py:129(_read_from_self)
        2    0.000    0.000    0.000    0.000 selector_events.py:278(_add_reader)
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
      119    0.000    0.000    0.000    0.000 _make.py:618(<genexpr>)
        1    0.000    0.000    1.596    1.596 financial_enhanced.py:1(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
        1    0.000    0.000    0.000    0.000 connector.py:811(__init__)
        1    0.000    0.000    0.000    0.000 http_websocket.py:600(WebSocketWriter)
        1    0.000    0.000    0.000    0.000 impl.py:189(_interleave_addrinfos)
       11    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        1    0.000    0.000    0.000    0.000 compression_utils.py:92(__init__)
       10    0.000    0.000    0.000    0.000 events.py:72(cancel)
        1    0.000    0.000    0.000    0.000 payload_streamer.py:1(<module>)
      118    0.000    0.000    0.000    0.000 _make.py:908(<genexpr>)
        1    0.000    0.000    0.001    0.001 http_parser.py:237(HttpParser)
        4    0.000    0.000    0.000    0.000 element.py:2155(__init__)
        4    0.000    0.000    0.000    0.000 uuid.py:139(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:2470(_signature_from_callable)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
       14    0.000    0.000    0.000    0.000 base_futures.py:13(isfuture)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:1069(_prepare_headers)
        1    0.000    0.000    0.000    0.000 sslproto.py:390(connection_lost)
        5    0.000    0.000    0.003    0.001 client.py:1358(__aenter__)
        2    0.000    0.000    0.000    0.000 base_events.py:586(shutdown_default_executor)
        5    0.000    0.000    0.000    0.000 _url.py:264(__new__)
        1    0.000    0.000    0.000    0.000 client.py:162(_RequestOptions)
        1    0.000    0.000    0.000    0.000 multipart.py:589(MultipartReader)
        1    0.000    0.000    0.001    0.001 _version_info.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 futures.py:365(_chain_future)
        3    0.000    0.000    0.000    0.000 {method 'unregister' of 'select.epoll' objects}
        1    0.000    0.000    0.000    0.000 payload.py:133(Payload)
        1    0.000    0.000    0.000    0.000 timeouts.py:1(<module>)
        1    0.000    0.000    0.001    0.001 charset.py:1(<module>)
        4    0.000    0.000    0.000    0.000 tasks.py:670(ensure_future)
        1    0.000    0.000    0.000    0.000 helpers.py:313(parse_mimetype)
       40    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.027    0.027 base_protocol.py:1(<module>)
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:11(CharsetMatch)
        1    0.000    0.000    0.007    0.007 feedparser.py:1(<module>)
        2    0.000    0.000    0.000    0.000 threading.py:1043(_set_tstate_lock)
        3    0.000    0.000    0.000    0.000 threading.py:323(wait)
       20    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
        1    0.000    0.000    0.000    0.000 selector_events.py:315(_add_writer)
        4    0.000    0.000    0.001    0.000 threading.py:394(notify)
        1    0.000    0.000    0.000    0.000 selector_events.py:75(_make_ssl_transport)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
      2/1    0.000    0.000    0.001    0.001 threading.py:999(run)
        2    0.000    0.000    0.000    0.000 selector_events.py:294(_remove_reader)
       15    0.000    0.000    0.000    0.000 typing.py:237(_type_repr)
        2    0.000    0.000    0.002    0.001 _staggered.py:110(run_one_coro)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tracing.py:335(Trace)
       41    0.000    0.000    0.000    0.000 _make.py:1503(_make_ne)
    19/18    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:111(TreeBuilder)
        4    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        4    0.000    0.000    0.000    0.000 threading.py:277(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1914(IPv6Address)
        1    0.000    0.000    0.000    0.000 client.py:817(HTTPConnection)
        1    0.000    0.000    0.000    0.000 selector_events.py:99(close)
        3    0.000    0.000    0.000    0.000 selectors.py:234(register)
       13    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        3    0.000    0.000    0.000    0.000 selector_events.py:260(_ensure_fd_no_transport)
        3    0.000    0.000    0.000    0.000 selectors.py:351(register)
    38/16    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        1    0.000    0.000    0.001    0.001 idna.py:1(<module>)
        2    0.000    0.000    0.018    0.009 element.py:2013(find_all)
        1    0.000    0.000    0.000    0.000 random.py:110(Random)
        2    0.000    0.000    0.000    0.000 timeouts.py:129(timeout)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
        1    0.000    0.000    1.289    1.289 runners.py:160(run)
        1    0.000    0.000    0.000    0.000 streams.py:93(StreamReader)
        2    0.000    0.000    0.000    0.000 _parse.py:23(split_url)
       30    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
       21    0.000    0.000    0.000    0.000 cookies.py:291(__setitem__)
        1    0.000    0.000    0.000    0.000 _next_gen.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _policybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selector_events.py:936(__init__)
        2    0.000    0.000    0.000    0.000 connector.py:890(_resolve_host)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 compression_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tasks.py:905(_inner_done_callback)
        1    0.000    0.000    0.000    0.000 tracing.py:46(TraceConfig)
        2    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
       17    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        2    0.000    0.000    0.001    0.000 client.py:1326(__aexit__)
        1    0.000    0.000    0.000    0.000 _staggered.py:1(<module>)
        3    0.000    0.000    0.000    0.000 cookies.py:271(__init__)
        2    0.000    0.000    0.000    0.000 streams.py:638(read)
        1    0.000    0.000    0.000    0.000 http_writer.py:122(write_headers)
        1    0.000    0.000    0.000    0.000 client_reqrep.py:1098(_response_eof)
        1    0.000    0.000    0.000    0.000 tempfile.py:824(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 futures.py:394(_call_set_state)
        1    0.000    0.000    0.000    0.000 client_exceptions.py:60(ClientResponseError)
        1    0.000    0.000    0.000    0.000 futures.py:30(Future)
       19    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:997(exec_module)
        1    0.000    0.000    0.000    0.000 css.py:13(CSS)
        9    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        1    0.000    0.000    0.000    0.000 __init__.py:16(FrozenList)
        1    0.000    0.000    0.000    0.000 base_events.py:193(_set_nodelay)
        3    0.000    0.000    0.000    0.000 timeouts.py:85(__aenter__)
        4    0.000    0.000    0.000    0.000 threading.py:855(_maintain_shutdown_locks)
        1    0.000    0.000    0.001    0.001 http_exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client_reqrep.py:858(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:1609(__hash__)
        1    0.000    0.000    0.000    0.000 formatter.py:3(Formatter)
        4    0.000    0.000    0.000    0.000 formatter.py:151(__init__)
        1    0.000    0.000    0.000    0.000 client_proto.py:26(__init__)
        1    0.000    0.000    0.000    0.000 formdata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selector_events.py:53(BaseSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        2    0.000    0.000    0.000    0.000 random.py:135(seed)
        1    0.000    0.000    0.000    0.000 pickle.py:401(_Pickler)
        1    0.000    0.000    0.000    0.000 __init__.py:1117(StreamHandler)
        1    0.000    0.000    0.000    0.000 tasks.py:83(Task)
        1    0.000    0.000    0.000    0.000 ssl.py:783(SSLObject)
        2    0.000    0.000    0.001    0.000 threading.py:1153(_wait_for_tstate_lock)
       26    0.000    0.000    0.000    0.000 typing.py:1542(<genexpr>)
        4    0.000    0.000    0.001    0.000 _make.py:1688(_add_repr)
       28    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        2    0.000    0.000    0.001    0.000 sslproto.py:645(_do_shutdown)
        1    0.000    0.000    0.000    0.000 abc.py:61(AbstractMatchInfo)
        1    0.000    0.000    0.000    0.000 validators.py:595(_NotValidator)
        1    0.000    0.000    0.001    0.001 connector.py:859(close)
        1    0.000    0.000    0.000    0.000 helpers.py:774(HeadersMixin)
        1    0.000    0.000    0.000    0.000 uuid.py:85(UUID)
        2    0.000    0.000    0.001    0.000 platform.py:1040(_sys_version)
        7    0.000    0.000    0.000    0.000 events.py:111(__init__)
        1    0.000    0.000    0.152    0.152 _htmlparser.py:372(feed)
        3    0.000    0.000    0.000    0.000 selectors.py:365(unregister)
        1    0.000    0.000    0.000    0.000 sslproto.py:82(_SSLProtocolTransport)
        2    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:313(Request)
        1    0.000    0.000    0.000    0.000 client_exceptions.py:296(InvalidURL)
        1    0.000    0.000    0.001    0.001 locks.py:1(<module>)
       11    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 css_match.py:481(CSSMatch)
        9    0.000    0.000    0.000    0.000 {built-in method _heapq.heappush}
        3    0.000    0.000    0.000    0.000 timeouts.py:97(__aexit__)
        1    0.000    0.000    0.001    0.001 _markupbase.py:1(<module>)
       38    0.000    0.000    0.000    0.000 _make.py:1081(_determine_attrs_eq_order)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
       20    0.000    0.000    0.000    0.000 {built-in method _contextvars.copy_context}
        8    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
        1    0.000    0.000    0.000    0.000 feedparser.py:134(FeedParser)
        2    0.000    0.000    0.001    0.000 threading.py:1115(join)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
       38    0.000    0.000    0.000    0.000 _make.py:1027(add_setattr)
        1    0.000    0.000    0.000    0.000 enum.py:863(_create_)
        1    0.000    0.000    0.000    0.000 selectors.py:347(__init__)
        2    0.000    0.000    0.000    0.000 idna.py:155(encode)
       19    0.000    0.000    0.000    0.000 enum.py:828(__members__)
        1    0.000    0.000    0.000    0.000 socket.py:596(socketpair)
        2    0.000    0.000    0.000    0.000 log.py:1(<module>)
        3    0.000    0.000    0.000    0.000 platform.py:889(uname)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tasks.py:43(all_tasks)
      110    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 selector_events.py:118(_make_self_pipe)
        1    0.000    0.000    0.000    0.000 http_writer.py:31(StreamWriter)
        4    0.000    0.000    0.000    0.000 element.py:2422(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        7    0.000    0.000    0.000    0.000 _weakrefset.py:39(_remove)
       30    0.000    0.000    0.000    0.000 typing.py:1061(<genexpr>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        2    0.000    0.000    0.000    0.000 threading.py:637(wait)
        5    0.000    0.000    0.000    0.000 helpers.py:515(is_ip_address)
        2    0.000    0.000    0.000    0.000 selector_events.py:331(_remove_writer)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        2    0.000    0.000    0.000    0.000 base_events.py:1021(create_connection)
        1    0.000    0.000    0.000    0.000 thread.py:126(__init__)
        3    0.000    0.000    0.000    0.000 base_events.py:743(call_later)
       38    0.000    0.000    0.000    0.000 _make.py:1920(_determine_setters)
        1    0.000    0.000    0.000    0.000 connector.py:187(release)
        1    0.000    0.000    0.000    0.000 streams.py:109(__init__)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
       49    0.000    0.000    0.000    0.000 base_protocol.py:27(connected)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connector.py:173(_notify_release)
        1    0.000    0.000    0.000    0.000 __init__.py:61(lookup)
        1    0.000    0.000    0.000    0.000 connector.py:668(_release)
        4    0.000    0.000    0.000    0.000 signal.py:36(_enum_to_int)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:236(Morsel)
        2    0.000    0.000    0.000    0.000 sslproto.py:374(_get_app_transport)
        2    0.000    0.000    0.000    0.000 selector_events.py:141(_write_to_self)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
       41    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        2    0.000    0.000    0.000    0.000 client_reqrep.py:1128(release)
        4    0.000    0.000    0.000    0.000 typing.py:1841(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        1    0.000    0.000    0.000    0.000 client_reqrep.py:430(update_headers)
        3    0.000    0.000    0.000    0.000 cookies.py:467(__set)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 calendar.py:189(Calendar)
       43    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 {method 'getsockname' of '_socket.socket' objects}
       13    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
        1    0.000    0.000    0.000    0.000 sslproto.py:263(SSLProtocol)
        1    0.000    0.000    0.000    0.000 message.py:977(MIMEPart)
        1    0.000    0.000    0.000    0.000 selector_events.py:683(_sock_connect_cb)
        1    0.000    0.000    0.001    0.001 sslproto.py:533(_start_handshake)
        1    0.000    0.000    0.000    0.000 _helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _url.py:82(_InternalURLCache)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 _cmp.py:1(<module>)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        3    0.000    0.000    0.003    0.001 socket.py:496(_real_close)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        2    0.000    0.000    0.000    0.000 base_events.py:894(getaddrinfo)
        1    0.000    0.000    0.001    0.001 sslproto.py:609(_start_shutdown)
        4    0.000    0.000    0.001    0.000 connector.py:1022(_create_connection)
        2    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 queues.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:94(_localized_month)
        1    0.000    0.000    0.000    0.000 css_match.py:378(Inputs)
